chromosome,start,end,summit,peakName,untreated_GAF_intensity,RNAi_GAF_intensity,replicate_overlap,ChIPchip_overlap,number_GAGA_Jaspar,Jaspar_strand,Jaspar_hcGAF,location,total_GROseq_reads
chrX,10638461,10638771,10638620,MACS_peak_4109-2,217.986904,132.222566,none,no,0,no element,no,genic,77.77865542
chrX,10638781,10639220,10638925,MACS_peak_4109-3,428.280329,196.193882,none,no,0,no element,no,genic,231.2358129
chrX,10657111,10657870,10657455,MACS_peak_4110-1,2021.5181,604.622175,both replicates,yes,2,+,yes,genic,29.11923352
chrX,10661151,10661361,10661295,MACS_peak_4111-1,121.771567,69.849678,none,yes,0,no element,no,genic,40.82066755
chrX,10661371,10661751,10661575,MACS_peak_4111-2,490.704505,381.858801,none,yes,0,no element,no,genic,42.95043951
chrX,10661761,10661900,10661815,MACS_peak_4111-3,133.743063,249.753025,none,yes,0,no element,no,genic,49.93383741
chrX,10665631,10665661,10665645,MACS_peak_4112-1,34.5396722,1.87378197,replicate 1,yes,0,no element,no,genic,13.2716521
chrX,10665671,10666161,10666005,MACS_peak_4112-2,1592.73181,747.824568,both replicates,yes,3,+,yes,intergenic,5.667072549
chrX,10666171,10666970,10666505,MACS_peak_4112-3,11309.7589,4991.20063,both replicates,yes,0,no element,no,promoter,112.1311373
chrX,10670531,10671160,10670775,MACS_peak_4113-1,610.924177,403.695437,none,yes,0,no element,no,genic,32.73540205
chrX,10677481,10678231,10677930,MACS_peak_4114-1,7623.57269,2510.6003,both replicates,yes,0,no element,no,genic,31.12822658
chrX,10678241,10679011,10678595,MACS_peak_4114-2,14084.785,8590.3396,both replicates,yes,5,+,yes,promoter & genic,155.3773779
chrX,10679021,10679721,10679345,MACS_peak_4114-3,5192.13214,1650.4933,both replicates,yes,4,-,yes,genic,44.20513724
chrX,10679731,10680511,10680025,MACS_peak_4114-4,6544.65835,2266.67895,both replicates,yes,4,-,yes,genic,118.1161611
chrX,10680521,10680580,10680550,MACS_peak_4114-5,57.7444915,74.6548809,replicate 1,yes,0,no element,no,genic,159.8858644
chrX,10684291,10684870,10684630,MACS_peak_4115-1,1098.70362,515.810259,replicate 1,yes,1,-,yes,intergenic,1.212787449
chrX,10694771,10695621,10695305,MACS_peak_4116-1,8814.26061,3394.03298,both replicates,yes,2,+,yes,genic,17.72593711
chrX,10695631,10696061,10695795,MACS_peak_4116-2,1715.11148,878.526891,replicate 1,yes,3,+,yes,genic,18.6108698
chrX,10696071,10696701,10696305,MACS_peak_4116-3,1407.25231,973.702752,replicate 1,yes,0,no element,no,genic,14.50415665
chrX,10696711,10697330,10697050,MACS_peak_4116-4,618.630666,800.396468,replicate 1,yes,0,no element,no,genic,10.87565285
chrX,10699191,10700181,10699785,MACS_peak_4117-1,8032.06381,2985.36442,both replicates,yes,2,-,yes,genic,10.35553305
chrX,10700191,10700361,10700275,MACS_peak_4117-2,101.623726,101.638238,replicate 1,yes,0,no element,no,genic,30.90390971
chrX,10700371,10701400,10700945,MACS_peak_4117-3,9890.73492,3126.82923,both replicates,yes,2,+,yes,promoter & genic,32.11917344
chrX,10707831,10708041,10707950,MACS_peak_4118-1,93.401077,26.6033701,replicate 1,yes,0,no element,no,genic,5.676931098
chrX,10708051,10708061,10708055,MACS_peak_4118-2,44.5096189,20.5369538,replicate 1,yes,0,no element,no,genic,6.512570947
chrX,10708071,10708661,10708385,MACS_peak_4118-3,10306.0335,4603.08821,both replicates,yes,3,+,yes,genic,6.349881649
chrX,10708671,10709131,10708970,MACS_peak_4118-4,846.258708,520.071766,both replicates,yes,1,+,yes,promoter & genic,25.40938506
chrX,10709141,10709351,10709225,MACS_peak_4118-5,147.378682,120.483555,replicate 1,no,0,no element,no,promoter & genic,32.75759582
chrX,10709361,10710350,10709815,MACS_peak_4118-6,6108.24338,2395.91447,both replicates,no,1,+,no,promoter & genic,42.10494016
chrX,10710781,10711440,10711055,MACS_peak_4119-1,1071.49789,1158.97177,replicate 1,no,2,+,no,genic,2.2628856
chrX,10735801,10735961,10735930,MACS_peak_4120-1,56.8329797,59.9859207,replicate 1,yes,0,no element,no,promoter & genic,11.1911729
chrX,10735971,10736540,10736195,MACS_peak_4120-2,908.772468,525.938424,replicate 1,yes,0,no element,no,promoter & genic,32.23995189
chrX,10786771,10787730,10787245,MACS_peak_4121-1,5472.95235,1712.79171,both replicates,yes,0,no element,no,intergenic,1.1314428
chrX,10911441,10911831,10911655,MACS_peak_4122-1,460.492342,73.986699,none,no,13,+,no,genic,0
chrX,10911841,10911990,10911865,MACS_peak_4122-2,68.823508,0,none,no,0,no element,no,genic,0
chrX,10975681,10976330,10975985,MACS_peak_4123-1,3233.67532,1335.10953,both replicates,yes,3,-,yes,genic,0
chrX,11048301,11048831,11048705,MACS_peak_4124-1,4106.73676,1306.46325,both replicates,no,1,+,no,genic,40.69741234
chrX,11048841,11049341,11049055,MACS_peak_4124-2,7361.7876,2785.87747,both replicates,yes,6,-,yes,genic,12.38424325
chrX,11049351,11049901,11049650,MACS_peak_4124-3,614.046323,288.874981,both replicates,yes,1,+,yes,genic,14.45238765
chrX,11049911,11050201,11050060,MACS_peak_4124-4,966.816026,506.581148,replicate 1,yes,2,+,yes,genic,10.3456745
chrX,11057031,11057720,11057445,MACS_peak_4125-1,962.274755,240.077427,none,no,13,+,no,intergenic,10.12135765
chrX,11219321,11219551,11219420,MACS_peak_4126-1,157.755564,1.39086184,none,yes,0,no element,no,promoter,37.36718777
chrX,11219561,11220020,11219745,MACS_peak_4126-2,597.566942,238.222518,none,yes,2,-,yes,promoter & genic,11.4869758
chrX,11232671,11232881,11232845,MACS_peak_4127-1,131.378781,135.748265,replicate 1,yes,0,no element,no,genic,8.245478198
chrX,11232891,11233860,11233445,MACS_peak_4127-2,6000.44546,2234.58965,both replicates,yes,1,-,yes,genic,37.6629906
chrX,11244451,11244741,11244665,MACS_peak_4128-1,458.418316,151.419187,replicate 1,yes,1,-,yes,genic,45.25275941
chrX,11244751,11245101,11244945,MACS_peak_4128-2,2368.82278,791.417727,both replicates,yes,3,-,yes,genic,46.70958076
chrX,11245111,11245640,11245220,MACS_peak_4128-3,1261.81145,787.79913,both replicates,yes,3,+,yes,genic,42.19614436
chrX,11263971,11264700,11264405,MACS_peak_4129-1,1233.00751,618.276542,both replicates,no,5,-,no,genic,1.732907251
chrX,11266711,11267210,11266995,MACS_peak_4130-1,926.734448,418.292864,replicate 1,no,12,+,no,promoter & genic,1.294132099
chrX,11283621,11284391,11284035,MACS_peak_4131-1,9808.80351,3783.52869,both replicates,yes,4,+,yes,promoter & genic,38.3457998
chrX,11284401,11284550,11284475,MACS_peak_4131-2,35.0743302,61.7017628,replicate 1,yes,0,no element,no,genic,15.16724865
chrX,11285091,11285221,11285110,MACS_peak_4132-1,120.944912,116.552339,none,no,0,no element,no,genic,9.825554699
chrX,11285231,11285700,11285485,MACS_peak_4132-2,660.107717,373.781517,none,no,2,-,no,genic,6.736887798
chrX,11294391,11294601,11294495,MACS_peak_4133-1,76.0959344,94.2808302,replicate 1,yes,0,no element,no,genic,6.288254097
chrX,11294611,11294980,11294775,MACS_peak_4133-2,605.330192,521.527605,replicate 1,yes,1,-,yes,genic,8.999773398
chrX,11317011,11317351,11317255,MACS_peak_4134-1,739.152047,345.390819,both replicates,yes,0,no element,no,genic,0
chrX,11317361,11318160,11317565,MACS_peak_4134-2,6880.88648,2515.36917,both replicates,yes,5,-,yes,promoter & genic,0.22431685
chrX,11320181,11320391,11320335,MACS_peak_4135-1,181.147761,142.839554,none,yes,0,no element,no,genic,0.916984499
chrX,11320401,11320620,11320445,MACS_peak_4135-2,148.573388,189.79964,none,yes,0,no element,no,genic,0.916984499
chrX,11321241,11321760,11321425,MACS_peak_4136-1,680.415746,433.482028,replicate 1,no,0,no element,no,genic,3.404186949
chrX,11386961,11387800,11387475,MACS_peak_4137-1,1033.13322,714.392136,replicate 1,no,0,no element,no,genic,42.77541547
chrX,11388781,11388991,11388845,MACS_peak_4138-1,153.020711,12.8026839,replicate 1,yes,0,no element,no,genic,6.778798252
chrX,11389001,11389511,11389255,MACS_peak_4138-2,1440.11535,893.595635,replicate 1,yes,2,-,yes,genic,3.09852545
chrX,11447921,11448471,11448325,MACS_peak_4139-1,592.179356,550.732015,replicate 2,no,0,no element,no,genic,7.7771274
chrX,11448481,11448650,11448510,MACS_peak_4139-2,44.2130122,93.5435165,replicate 2,no,0,no element,no,genic,7.949675247
chrX,11452061,11452161,11452100,MACS_peak_4140-1,98.7922949,154.068698,none,no,0,no element,no,genic,12.27084669
chrX,11452171,11452421,11452345,MACS_peak_4140-2,220.277956,261.993292,replicate 1,no,0,no element,no,genic,34.65319201
chrX,11452431,11452990,11452575,MACS_peak_4140-3,966.901774,916.245351,replicate 1,no,2,-,no,genic,93.24908882
chrX,11453931,11454501,11454285,MACS_peak_4141-1,3015.66104,1004.55867,replicate 1,yes,1,+,yes,intergenic,0.825781301
chrX,11454511,11455020,11454735,MACS_peak_4141-2,952.620507,407.297295,replicate 1,yes,0,no element,no,intergenic,1.967082649
chrX,11455331,11455741,11455605,MACS_peak_4142-1,847.35049,765.247566,replicate 1,yes,0,no element,no,promoter,3.566876248
chrX,11455751,11456340,11455895,MACS_peak_4142-2,913.433768,562.586488,both replicates,yes,0,no element,no,genic,19.78422305
chrX,11494731,11495410,11494995,MACS_peak_4143-1,1226.30779,622.3448,replicate 1,yes,0,no element,no,genic,9.897040799
chrX,11510091,11510970,11510545,MACS_peak_4144-1,2622.58434,1688.50189,both replicates,yes,2,+,yes,promoter,6.49285385
chrX,11515811,11516331,11516075,MACS_peak_4145-1,1478.40648,864.97463,replicate 1,yes,0,no element,no,genic,247.1129689
chrX,11516341,11516571,11516485,MACS_peak_4145-2,327.01542,242.270634,both replicates,yes,2,+,yes,genic,4.168340698
chrX,11516581,11517450,11516900,MACS_peak_4145-3,12117.9154,5136.20141,both replicates,yes,12,-,yes,genic,1.35575965
chrX,11517511,11517950,11517705,MACS_peak_4146-1,436.418133,226.648848,none,yes,0,no element,no,genic,0.988470599
chrX,11573311,11574010,11573745,MACS_peak_4147-1,1721.38691,1061.865,both replicates,yes,0,no element,no,genic,9.071259499
chrX,11575441,11576561,11576025,MACS_peak_4148-1,9974.83371,5093.34448,both replicates,yes,1,+,yes,genic,28.75442046
chrX,11576571,11576660,11576605,MACS_peak_4148-2,68.4109639,86.4191101,replicate 1,yes,0,no element,no,genic,7.614438102
chrX,11577311,11577990,11577515,MACS_peak_4149-1,977.715892,592.234506,replicate 1,yes,0,no element,no,genic,30.06826973
chrX,11578481,11579110,11578755,MACS_peak_4150-1,772.355937,586.161069,replicate 1,no,0,no element,no,genic,33.43302266
chrX,11580021,11580940,11580435,MACS_peak_4151-1,11404.8153,4640.22993,both replicates,yes,11,-,yes,genic,15.18696575
chrX,11583371,11583491,11583390,MACS_peak_4152-1,79.5610548,68.4121579,none,no,0,no element,no,genic,6.125564754
chrX,11583501,11584070,11583755,MACS_peak_4152-2,1008.46083,454.333048,replicate 1,no,5,-,no,genic,20.23285657
chrX,11589221,11589381,11589355,MACS_peak_4153-1,69.0435782,71.8476033,none,yes,0,no element,no,genic,49.53697263
chrX,11589391,11589751,11589535,MACS_peak_4153-2,406.820771,116.178123,replicate 1,yes,1,+,yes,genic,18.96830027
chrX,11589761,11590260,11589935,MACS_peak_4153-3,1483.70664,431.359853,replicate 1,yes,2,+,yes,genic,9.835413247
chrX,11604371,11604831,11604685,MACS_peak_4154-1,517.023377,450.29307,none,yes,4,+,yes,intergenic,6.502712399
chrX,11604841,11604980,11604965,MACS_peak_4154-2,66.9066346,0,none,yes,0,no element,no,genic,7.114035398
chrX,11607451,11608121,11607905,MACS_peak_4155-1,6720.71303,2935.87593,both replicates,yes,3,+,yes,genic,37.99822789
chrX,11608131,11608511,11608275,MACS_peak_4155-2,2765.91344,954.396355,both replicates,yes,0,no element,no,promoter & genic,19.21233413
chrX,11608521,11608791,11608655,MACS_peak_4155-3,292.336333,300.99794,replicate 1,yes,0,no element,no,promoter & genic,31.67792182
chrX,11608801,11609450,11609085,MACS_peak_4155-4,1108.35912,409.684041,replicate 1,yes,0,no element,no,promoter,10.30376405
chrX,11623001,11623401,11623285,MACS_peak_4156-1,408.535727,14.4320093,none,no,6,+,no,promoter & genic,1.518448949
chrX,11623411,11623610,11623465,MACS_peak_4156-2,122.242501,4.19837783,none,no,0,no element,no,genic,0.448633701
chrX,11623731,11624340,11624025,MACS_peak_4157-1,603.642739,554.827938,none,no,4,+,no,genic,0.15283075
chrX,11658271,11659320,11658705,MACS_peak_4158-1,6395.59221,3299.03256,both replicates,yes,0,no element,no,promoter & genic,87.27144817
chrX,11680901,11681641,11681365,MACS_peak_4159-1,4581.63418,2154.16075,both replicates,yes,3,+,yes,intergenic,2.711519301
chrX,11681651,11682101,11681970,MACS_peak_4159-2,1238.77706,340.951898,replicate 1,yes,0,no element,no,intergenic,5.117377102
chrX,11682111,11682650,11682240,MACS_peak_4159-3,1463.74324,414.975613,replicate 1,yes,0,no element,no,intergenic,2.487202451
chrX,11685211,11685451,11685280,MACS_peak_4160-1,158.13609,184.147871,replicate 1,yes,0,no element,no,genic,13.6487997
chrX,11685461,11685951,11685825,MACS_peak_4160-2,2994.85055,1407.68332,both replicates,yes,0,no element,no,genic,13.0054248
chrX,11685961,11686371,11686090,MACS_peak_4160-3,2352.84881,659.172093,both replicates,yes,3,-,yes,genic,51.08499719
chrX,11686381,11686631,11686500,MACS_peak_4160-4,177.539641,74.7798983,replicate 1,yes,0,no element,no,promoter,119.2426972
chrX,11686641,11686840,11686680,MACS_peak_4160-5,142.188036,172.142355,none,no,0,no element,no,promoter & genic,37.42633916
chrX,11687001,11687640,11687360,MACS_peak_4161-1,594.683667,318.823791,none,no,0,no element,no,genic,15.40142405
chrX,11690211,11690620,11690445,MACS_peak_4162-1,406.161655,37.9607806,none,no,6,+,no,genic,19.56976463
chrX,11695531,11695731,11695600,MACS_peak_4163-1,83.1513177,95.0910969,none,yes,0,no element,no,intergenic,247.273138
chrX,11695741,11696100,11695900,MACS_peak_4163-2,479.710682,305.064782,none,yes,5,-,yes,genic,197.9334297
chrX,11698911,11700021,11699475,MACS_peak_4164-1,11988.9557,4784.33456,both replicates,yes,11,+,yes,promoter & genic,150.316678
chrX,11700031,11700180,11700085,MACS_peak_4164-2,87.8353188,0.04436316,replicate 1,yes,0,no element,no,genic,118.5894643
chrX,11700891,11701351,11701180,MACS_peak_4165-1,4541.34474,1585.58541,both replicates,yes,0,no element,no,promoter,200.2825647
chrX,11701361,11701921,11701555,MACS_peak_4165-2,9473.66372,4823.8678,both replicates,yes,4,-,yes,promoter,7.003115103
chrX,11701931,11702130,11701945,MACS_peak_4165-3,61.2511788,43.1293415,replicate 1,no,0,no element,no,intergenic,11.06791779
chrX,11709161,11709591,11709405,MACS_peak_4166-1,377.116233,514.009196,replicate 1,yes,0,no element,no,genic,5.075466648
chrX,11709601,11710071,11709865,MACS_peak_4166-2,973.104804,373.364557,replicate 1,yes,0,no element,no,genic,11.262659
chrX,11710081,11710161,11710120,MACS_peak_4166-3,75.3028547,74.1004554,replicate 1,yes,0,no element,no,genic,16.4909564
chrX,11710171,11710250,11710225,MACS_peak_4166-4,71.7229395,145.083951,replicate 1,yes,0,no element,no,genic,27.63036022
chrX,11710531,11710711,11710570,MACS_peak_4167-1,40.2319681,72.6726051,replicate 1,yes,0,no element,no,genic,55.45793724
chrX,11710721,11711161,11710975,MACS_peak_4167-2,873.25313,560.003369,replicate 1,yes,2,+,yes,promoter,13.2396002
chrX,11711171,11711471,11711435,MACS_peak_4167-3,517.184172,362.91097,replicate 1,yes,0,no element,no,promoter,16.6339286
chrX,11711481,11712311,11711875,MACS_peak_4167-4,8455.24222,3480.26015,both replicates,yes,5,+,yes,promoter,11.21089
chrX,11712321,11713420,11712785,MACS_peak_4167-5,11476.7275,5519.81563,both replicates,yes,3,-,yes,genic,10.45659479
chrX,11713861,11714141,11714000,MACS_peak_4168-1,249.561973,83.6812632,none,yes,1,+,yes,genic,7.348210797
chrX,11714151,11714551,11714260,MACS_peak_4168-2,374.157168,147.134265,replicate 1,yes,1,-,yes,genic,7.644013748
chrX,11714561,11715101,11714745,MACS_peak_4168-3,1049.82704,427.919276,replicate 1,yes,2,-,yes,genic,10.66119455
chrX,11715671,11715891,11715700,MACS_peak_4169-1,90.0534306,85.8341474,replicate 1,yes,0,no element,no,genic,11.95532662
chrX,11715901,11716430,11716075,MACS_peak_4169-2,931.716064,557.283101,replicate 1,yes,1,+,yes,genic,4.769805148
chrX,11716851,11717790,11717345,MACS_peak_4170-1,7838.55954,4481.10424,both replicates,yes,7,+,yes,genic,2.41571635
chrX,11722611,11723260,11722870,MACS_peak_4171-1,1782.55326,1201.11008,both replicates,yes,8,+,yes,genic,5.657214001
chrX,11724521,11724551,11724525,MACS_peak_4172-1,56.7683831,186.708555,replicate 1,yes,1,+,yes,genic,1.427245751
chrX,11724561,11725321,11724945,MACS_peak_4172-2,4186.89162,2282.56939,both replicates,yes,5,+,yes,genic,5.933299854
chrX,11725331,11725950,11725505,MACS_peak_4172-3,1974.73175,1252.56212,both replicates,yes,3,+,yes,genic,2.028710201
chrX,11742281,11742851,11742665,MACS_peak_4173-1,722.606098,661.944326,none,no,6,-,no,intergenic,0
chrX,11742861,11742880,11742865,MACS_peak_4173-2,28.4819264,56.0745552,none,no,0,no element,no,intergenic,0
chrX,11751331,11751960,11751580,MACS_peak_4174-1,567.112603,362.594809,none,yes,1,-,yes,genic,1.967082649
chrX,11766951,11767101,11766985,MACS_peak_4175-1,19.7266944,46.2783653,replicate 1,yes,0,no element,no,promoter,1.0599567
chrX,11767131,11767630,11767315,MACS_peak_4175-2,891.215058,398.844104,replicate 1,yes,1,-,yes,promoter,51.03570426
chrX,11775511,11776251,11776015,MACS_peak_4176-1,4615.36489,2685.69647,both replicates,yes,1,-,yes,genic,7.032690749
chrX,11776261,11776701,11776475,MACS_peak_4176-2,845.390061,567.969313,both replicates,yes,0,no element,no,genic,9.43854855
chrX,11776711,11776800,11776760,MACS_peak_4176-3,58.7836117,85.5321076,replicate 1,yes,0,no element,no,genic,3.628503799
chrX,11814621,11815161,11815025,MACS_peak_4177-1,1631.05317,639.984359,both replicates,yes,1,-,yes,promoter,1.28427355
chrX,11815171,11815780,11815345,MACS_peak_4177-2,3591.72106,1914.45357,both replicates,yes,2,+,yes,intergenic,2.272744149
chrX,11816241,11816441,11816390,MACS_peak_4178-1,148.721317,94.5165696,replicate 1,yes,0,no element,no,genic,0.97861205
chrX,11816451,11817271,11816925,MACS_peak_4178-2,8915.05475,3867.15593,both replicates,yes,2,+,yes,promoter & genic,3.557017699
chrX,11818961,11819661,11819325,MACS_peak_4179-1,4620.27446,1350.69936,both replicates,yes,6,+,yes,intergenic,0
chrX,11819671,11820090,11819805,MACS_peak_4179-2,328.738881,269.556418,replicate 1,yes,0,no element,no,intergenic,0
chrX,11875631,11876361,11876085,MACS_peak_4180-1,1969.55103,886.202318,both replicates,no,5,-,no,intergenic,0
chrX,11876371,11876520,11876495,MACS_peak_4180-2,39.9432773,7.3540339,replicate 1,no,0,no element,no,intergenic,0
chrX,11900731,11901340,11901055,MACS_peak_4181-1,1065.2545,746.563345,replicate 1,no,7,+,no,promoter,1.4371043
chrX,11901381,11901551,11901425,MACS_peak_4182-1,36.8226318,144.698563,replicate 1,no,0,no element,no,genic,3.557017699
chrX,11901561,11902000,11901775,MACS_peak_4182-2,1735.66132,930.916362,both replicates,no,9,-,no,genic,1.274415001
chrX,11908151,11908751,11908515,MACS_peak_4183-1,1130.53034,345.029628,replicate 1,yes,0,no element,no,genic,31.01730579
chrX,11908761,11909331,11909165,MACS_peak_4183-2,830.852585,406.292232,replicate 1,yes,0,no element,no,promoter & genic,1.742765799
chrX,11909341,11909510,11909465,MACS_peak_4183-3,90.9832174,119.943707,none,yes,0,no element,no,promoter & genic,46.84516995
chrX,11937401,11937970,11937655,MACS_peak_4184-1,1105.7396,450.14799,replicate 1,no,2,-,no,intergenic,0.3056615
chrX,11970451,11970970,11970730,MACS_peak_4185-1,707.264324,301.875932,none,no,8,+,no,intergenic,0
chrX,11984331,11984940,11984585,MACS_peak_4186-1,978.500039,806.299246,replicate 2,no,26,+,no,intergenic,0
chrX,12096641,12096881,12096795,MACS_peak_4187-1,58.7512314,115.700038,replicate 1,yes,0,no element,no,genic,0.22431685
chrX,12096891,12097221,12097030,MACS_peak_4187-2,517.844776,243.42856,replicate 1,yes,0,no element,no,genic,0.52997835
chrX,12097231,12098300,12097715,MACS_peak_4187-3,16383.4439,11375.1649,both replicates,yes,2,+,yes,genic,90.71259269
